"Keyword","Scopus","IFSMS"
"CORSICA (FRANCE)",1,NA
"CORTICAL RESPONSE AUDIOMETRY",1,NA
"CORTICAL TEARS",1,NA
"CORTICOSTEROID",2,NA
"CORTICOSTEROIDS",3,3
"CORTISOL",1,NA
"CORYPHANTHA MACROMERIS",1,1
"COSINE AND PEARSON CORRELATION",1,1
"COSMETIC HAIR TREATMENT",3,NA
"COSMETIC INJECTIONS",1,NA
"COSMETIC PRODUCTS",1,NA
"COSMETIC TREATMENT",5,1
"COSMETICS",3,1
"COST",1,NA
"COST ANALYSIS",1,NA
"COST REDUCTION",2,NA
"COTININE",6,NA
"COTTON",2,NA
"COTTON FIBRES",1,NA
"COUGH SUPPRESSANT",1,NA
"COUMARIN DERIVATIVES",1,NA
"COUNSEL",1,NA
"COUNTER-FORENSICS",1,NA
"COUNTER-IMPROVISED EXPLOSIVE DEVICES (IEDS)",1,NA
"COUNTERFEIT",8,28
"COUNTERFEIT ANTI-MALARIALS",1,NA
"COUNTERFEIT BILL",1,NA
"COUNTERFEIT CONTACT LENS",1,NA
"COUNTERFEIT DRUGS",8,16
"COUNTERFEIT LIPITOR® LABELS, USING SMITHS DETECTION ILLUMINATIR™ FT-IR, WITH ATR",1,NA
"COUNTERFEIT MEDICINES",8,20
"COUNTERFEIT PACKAGING ANALYSIS, SLM ANALYSIS OF PRINTING ON SUSPECT LABELS",1,1
"COUNTERFEIT PHARMACEUTICAL PRODUCTS",1,NA
"COUNTERFEIT PHARMACEUTICAL, WITH LIGHT MICROSCOPY, MOLECULAR SPECTROSCOPY",1,1
"COUNTERFEIT PHARMACEUTICALS",5,4
"COUNTERFEIT PHARMACEUTICALS, CORRECT, WRONG INGREDIENTS, INCORRECT APIS, FAKE PACKAGING",1,1
"COUNTERFEIT WEIGHT LOSS FORMULATIONS",1,NA
"COUNTERFEITING",5,7
"COUNTERFEITING OF PHARMACEUTICAL DRUGS, THE US AND FDA AND OTHERS",1,1
"COUNTERING DRUG BUSINESS",1,NA
"COUNTERMEASURES",1,NA
"COUNTERTERRORISM",1,NA
"COUPLED CHROMATOGRAPHY",1,NA
"COURT",4,1
"COURT-ORDERED THERAPY",1,NA
"COURT ASSIGNMENT",1,NA
"COURT DECISION",1,NA
"COURT ORDERS",1,NA
"COURT TESTIMONY",2,NA
"COURTROOM EVIDENCE",1,NA
"COVALENT ATTACHMENT",1,NA
"COVERT DRUG ADMINISTRATION",2,NA
"COVERT RECORDINGS",1,NA
"COVERT VIDEO SURVEILLANCE",1,NA
"COVID",1,NA
"COVID-19",13,1
"COVID-19 PANDEMIC",1,NA
"COX REGRESSION",1,NA
"COZART DDS",1,NA
"COZART® RAPISCAN SYSTEM",1,NA
"CP-47,497",2,4
"CP 47",1,NA
"CP 47,497, HU-210",1,NA
"CP47,497",1,NA
"CPDNA",1,2
"CPG ISLANDS",1,NA
"CPG METHYLATION",1,NA
"CPGS",1,NA
"CPI",1,NA
"CRACK",7,10
"CRACK-COCAINE",1,NA
"CRACK COCAINE",1,2
"CRANE",1,NA
"CRANIAL BONE",1,NA
"CRANIAL SUTURES",1,NA
"CRANIOCEREBRAL TRAUMA",3,NA
"CRANIOFACIAL RECONSTRUCTION",2,NA
"CRANIOMETRIC MEASUREMENTS",1,NA
"CRASH CHARACTERISTICS",1,NA
"CRASH CULPABILITY",1,NA
"CRASH RISK",2,NA
"CRASH STATISTICS",1,NA
"CRAVING",4,NA
"CRAZE",1,NA
"CREAM BISCUITS",1,NA
"CREATINE KINASE",2,NA
"CREATINE KINASE ACTIVITY",1,NA
"CREATINE KINASE MB",1,NA
"CREATINE PHOSPHOKINASE",1,NA
"CREATININE",11,3
"CREMAINS",1,NA
"CREMATION",1,NA
"CRESOL",2,NA
"CRESYL VIOLET",1,NA
"CRETE",1,NA
"CRIME",38,1
"CRIME-SCENE PRESENCE",1,NA
"CRIME ANALYSIS",2,1
"CRIME AND PUNISHMENT (SCOTLAND) ACT 1997",1,NA
"CRIME CASEWORK",1,NA
"CRIME CAUSALITY NETWORK",1,NA
"CRIME LAB",2,NA
"CRIME LAB DIRECTORS",1,NA
"CRIME LABORATORIES",2,1
"CRIME LABORATORY",1,NA
"CRIME PREVENTION",1,NA
"CRIME RECONSTRUCTION",1,NA
"CRIME SCENE",3,NA
"CRIME SCENE ANALYSIS",1,NA
"CRIME SCENE IMAGES",1,NA
"CRIME SCENE INVESTIGATION",9,2
"CRIME SCENES",2,NA
"CRIME VICTIM",1,1
"CRIME VICTIMS",2,NA
"CRIMINAL",2,NA
"CRIMINAL-THINKING STYLES",1,NA
"CRIMINAL ACTS",1,NA
"CRIMINAL BEHAVIOR",8,NA
"CRIMINAL BEHAVIOUR",1,NA
"CRIMINAL CAREER",4,NA
"CRIMINAL CASE",1,NA
"CRIMINAL CASES",1,NA
"CRIMINAL COD E IN HUNGARY",1,NA
"CRIMINAL CODE",1,NA
"CRIMINAL COMMUNITIES",1,NA
"CRIMINAL COURT",1,NA
"CRIMINAL CULPABILITY",1,NA
"CRIMINAL EQUITY SYSTEM",1,NA
"CRIMINAL FORENSIC ANALYSIS",1,NA
"CRIMINAL FORENSIC SETTING",1,NA
"CRIMINAL INJURY CASE",1,NA
"CRIMINAL INSANITY",2,NA
"CRIMINAL INTENT",1,NA
"CRIMINAL INTOXICATIONS",1,NA
"CRIMINAL INVESTIGATION",10,1
"CRIMINAL JUSTICE",9,NA
"CRIMINAL JUSTICE INVOLVEMENT",1,NA
"CRIMINAL JUSTICE REFORM",1,NA
"CRIMINAL JUSTICE SYSTEM",4,NA
"CRIMINAL JUSTICE SYSTEM (CJS)",1,NA
"CRIMINAL LAW",7,NA
"CRIMINAL LIABILITY",2,NA
"CRIMINAL MARKET",2,2
"CRIMINAL OFFENCE",1,NA
"CRIMINAL OFFENDERS",3,NA
"CRIMINAL OFFENDING",1,NA
"CRIMINAL POISONING",1,NA
"CRIMINAL PROCEDURE",1,NA
"CRIMINAL PROCEEDING",1,NA
"CRIMINAL PROCEEDINGS",2,NA
"CRIMINAL PROFILING",2,NA
"CRIMINAL RECIDIVISM",4,NA
"CRIMINAL RECORD",1,NA
"CRIMINAL REGISTER",1,NA
"CRIMINAL RESPONSIBILITY",18,NA
"CRIMINAL RISK REDUCTION",1,NA
"CRIMINAL SCENES",1,NA
"CRIMINAL STATE",1,NA
"CRIMINAL THINKING",4,NA
"CRIMINAL VIOLENCE",1,NA
"CRIMINALISTIC AND FORENSIC ASPECTS",1,NA
"CRIMINALISTIC TOXICOLOGY",1,NA
"CRIMINALISTICS",38,22
"CRIMINALISTICS CHARACTERISTIC OF THE CRIMINAL ACTS",1,NA
"CRIMINALISTICS SAMPLING",1,1
"CRIMINALISTICS, ETHICS AS CENTRAL TO ORGANIZATION'S VALUES",1,NA
"CRIMINALISTICS, THE BEDROCK OF FORENSIC SCIENCE",1,NA
"CRIMINALITY",9,NA
"CRIMINALITY DIRECT AND INDIRECT",1,NA
"CRIMINALIZATION",1,NA
"CRIMINOGENIC NEED",1,NA
"CRIMINOGENIC NEEDS",1,NA
"CRIMINOLOGICAL FEATURES",1,NA
"CRIMINOLOGICAL LITERATURE",1,NA
"CRIMINOLOGY",6,NA
"CRISP2",1,NA
"CRITERIA",1,1
"CRITICAL CARE",3,NA
"CRITICAL CARE MEDICINE",1,NA
"CRITICAL CONDITIONS",1,NA
"CRITICAL POLICY ANALYSIS",1,NA
"CRITICAL REVIEW",1,NA
"CRITICAL THOUGHT",1,1
"CRL-40,940",1,NA
"CRL-40,941",1,NA
"CROATIA",1,1
"CROATIAN EXPERIENCE",1,NA
"CROHN'S DISEASE",2,NA
"CRONE ETHER",1,NA
"CROP THRASHER",1,NA
"CROSPOVIDONE",2,1
"CROSS- REACTIVITIES",1,NA
"CROSS-BORDER",1,NA
"CROSS-CHECK",1,1
"CROSS-CONTAMINATION",1,1
"CROSS-CONTRIBUTION",2,3
"CROSS-COUPLING REACTION",1,NA
"CROSS-COUPLING REACTIONS",1,NA
"CROSS-CULTURAL STUDY",1,1
"CROSS-DISCIPLINARY RELATIONSHIPS",1,NA
"CROSS-DOCKING",1,NA
"CROSS-LINKED PEPTIDES",1,NA
"CROSS-REACTION",1,NA
"CROSS-REACTIVITY",8,5
"CROSS-SECTIONAL STUDIES",1,NA
"CROSS-VALIDATION",3,NA
"CROSS CONTRIBUTION",1,NA
"CROSS REACTION",1,NA
"CROSS SECTIONAL STUDY",1,NA
"CROSSED POLARIZING FILTERS",1,NA
"CROSSING INK LINES",1,NA
"CROSSLINKING",1,NA
"CROSSMATCH",1,NA
"CROSSREACTIVITY",1,NA
"CROTON TIGLIUM (JAMALGOTA)",1,NA
"CROTONYLFENTANYL",3,3
"CROWD CONTROL AGENT",1,NA
"CROWDSOURCING",1,NA
"CROWN-OF-THORNS STARFISH",1,NA
"CRUDE DRUGS",1,NA
"CRUDE OIL",2,NA
"CRUM BROWN, ALEXANDER",1,NA
"CRUSH",1,NA
"CRUSH ASPHYXIA",2,NA
"CRUSHED PILLS",1,NA
"CRYOGENIC",1,NA
"CRYPTANALYSIS",1,NA
"CRYPTOCURRENCY FORENSICS",1,NA
"CRYPTOGRAPHY",1,NA
"CRYPTOMARKETS",5,14
"CRYSTAL",1,1
"CRYSTAL METH",3,2
"CRYSTAL MORPHOLOGY",1,1
"CRYSTAL STRUCTURE",2,9
"CRYSTALLOGRAPHY",3,2
"CRYSTALLURIA",1,NA
"CS",1,NA
"CS ALGORITHM",1,NA
"CSEI-SWEEP-MEKC",4,NA
"CSF1PO",2,NA
"CSFPO",1,NA
"CSIA",1,NA
"CSR",1,NA
"CT",5,NA
"CT GUIDE",1,NA
"CT SPECTROSCOPY",1,NA
"CTAB",1,2
"CTX",1,NA
"CTX3C",1,NA
"CU NANOPARTICLE",1,NA
"CUCURBIT[7]URIL",1,2
"CUE EXPOSURE TRAINING",1,NA
"CUKUROVA REGION",1,NA
"CULPABILITY",3,NA
"CULTIGEN",1,1
"CULTIVATED SILK",1,NA
"CULTIVATION",1,7
"CULTURAL COMPETENCE",1,NA
"CULTURAL DEFENSE",1,NA
"CULTURAL NORMALISATION",1,NA
"CUMYL-4CN-BINACA",1,1
"CUMYL-5F-P7AICA",1,NA
"CUMYL-5F-PICA",1,1
"CUMYL-BICA",1,1
"CUMYL-PEGACLONE",1,1
"CUMYL-PICA",1,NA
"CUMYL CARBOXAMIDE-TYPE",1,1
"CUNNINGHAMELLA ELEGANS",1,NA
"CUPRIC FERROCYANIDE REAGENT",1,NA
"CURARE-LIKE SUBSTANCES",1,NA
"CURATION",1,1
"CURCUMIN",1,NA
"CURIE POINT PYROLYZER",1,NA
"CURIUM ISOTOPES",1,NA
"CURRENCY",3,2
"CURRENCY CONTAMINATION",1,NA
"CURRENT FORENSIC CAPABILITIES",1,NA
"CURRICULA",2,1
"CURRICULUM DEVELOPMENT",1,NA
"CUSCOHYGRINE",1,4
"CUSTODIAL DEATHS",2,NA
"CUSTODIAL MEASURES",1,NA
"CUSTODY",6,NA
"CUSTODY CARE",1,NA
"CUSTODY DETAINEES",1,NA
"CUSTODY MEDICINE",1,NA
"CUSTODY NURSE",1,NA
"CUSTOM-TAILORED APTAMERS",1,NA
"CUSTOMS",1,2
"CUSTOMS BORDER",1,NA
"CUT-OFF",9,NA
"CUT-OFF REFERENCE VALUES",1,NA
"CUT-OFF VALUE",2,NA
"CUT-OFF VALUES",2,NA
"CUT-OFFS",4,NA
"CUT-THROAT",1,NA
"CUT OFF LEVEL FOR EXOGENOUS ADMINISTRATION OF GHB",1,NA
"CUT VS. PULVERIZING",1,NA
"CUT WOUND",1,NA
"CUTANEOUS BLISTERS",1,NA
"CUTICULAR HYDROCARBONS",2,NA
"CUTOFF",1,1
"CUTOFF CONCENTRATIONS",1,NA
"CUTOFF VALUE",1,NA
"CUTOFFS",2,NA
"CUTTING-AGENTS",1,NA
"CUTTING AGENTS",9,9
"CVD",1,NA
"CWAS",1,NA
"CYAMEMAZINE",1,NA
"CYANAMIDE",1,NA
"CYANIDE",14,1
"CYANIDE EXPOSURE",1,NA
"CYANIDE POISONING",2,NA
"CYANIDE QUANTITATION",1,NA
"CYANOACRYLATE",11,NA
"CYANOACRYLATE (SUPERGLUE) FUMING",1,NA
"CYANOACRYLATE FUMING",4,1
"CYANOACRYLATE STAINS",1,NA
"CYANOBLOOM UV",1,NA
"CYANOBOROHYDRIDE",1,1
"CYANOGENIC COMPOUNDS",1,NA
"CYANOPHOS",1,NA
"CYANURIC ACID",1,NA
"CYBER",1,NA
"CYBER-VIGILANTES",1,NA
"CYBER CRIME",4,3
"CYBERPHYSICAL SYSTEMS",1,NA
"CYBERSUICIDE",1,NA
"CYCLIC ANTIDEPRESSANT",1,NA
"CYCLIC INDENE",1,1
"CYCLIC NEUTRON ACTIVATION ANALYSIS",1,NA
"CYCLIC OLEFIN COPOLYMER",1,NA
"CYCLIC VOLTAMMETRY (CV)",1,13
"CYCLIN-DEPENDENT KINASE 5",1,NA
"CYCLIZINE",1,NA
"CYCLOBENZAPRINE",1,NA
"CYCLODEXTRINS",6,41
"CYCLOFRUCTAN",1,NA
"CYCLOHEXYL NITRITE",1,1
"CYCLOOXYGENASE",1,NA
"CYCLOPROP-2-ENE CARBOXYLIC ACID",1,NA
"CYCLOPROPYLCARBONYLINDOLES",1,1
"CYCLOPROPYLFENTANYL",5,3
"CYCLOPYRROLONES",1,NA
"CYCLOSPORIN A",1,NA
"CYCLOTETRAMETHYLENE TRETRANITRAMINE",1,NA
"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",5,NA
"CYCLOTRIMETHYLENETRINITRAMINE DINITROTOLUENE",1,NA
"CYNEGETIC SPECIES",1,NA
"CYP",3,NA
"CYP 2C19",1,NA
"CYP 2D6",3,NA
"CYP ENZYMES",1,NA
"CYP ISOENZYMES",1,NA
"CYP ISOFORMS",1,NA
"CYP POLYMORPHISM",1,NA
"CYP1A2",1,NA
"CYP2A6",1,NA
"CYP2B6",2,NA
"CYP2C19",7,NA
"CYP2C19 GENE",1,NA
"CYP2C9",3,NA
"CYP2D6",17,1
"CYP2D6 GENE",2,NA
"CYP2D6 PHARMACOGENETICS",1,NA
"CYP2D6 POLYMORPHISM",2,NA
"CYP3A4",2,NA
"CYP3A4 CYP2D6",1,NA
"CYP450",3,NA
"CYP450 ENZYMES",1,NA
"CYP450 SYSTEM",1,NA
"CYP4A11",1,NA
"CYPROHEPTADINE",1,1
"CYPROTERONE ACETATE",4,NA
"CYSTEINE DISULFIDE-ADDUCTS",1,NA
"CYTISINE",1,NA
"CYTISINE EXTRACTION",1,NA
"CYTOCHOROME P450 2D6",1,NA
"CYTOCHROME B",3,NA
"CYTOCHROME B GENE (CYT B)",1,NA
"CYTOCHROME C OXIDASE I",2,NA
"CYTOCHROME C OXIDASE I (COI)",1,NA
"CYTOCHROME C OXIDASE SUBUNIT 1",1,NA
"CYTOCHROME C OXIDASE SUBUNIT I",1,NA
"CYTOCHROME OXIDASE",1,NA
"CYTOCHROME OXIDASE I",1,NA
"CYTOCHROME OXIDASE I (COI)",1,NA
"CYTOCHROME OXIDASE I GENE (COI)",1,NA
"CYTOCHROME OXIDASE SUBUNIT ONE (COI)",1,NA
"CYTOCHROME P-450",1,NA
"CYTOCHROME P-450 CYP2D6",1,NA
"CYTOCHROME P-450 ENZYME SYSTEM",3,NA
"CYTOCHROME P450",19,NA
"CYTOCHROME P450 (CYP450)",1,NA
"CYTOCHROME P450 2C19",1,NA
"CYTOCHROME P450 2D6",1,NA
"CYTOCHROME P450 2E1",1,NA
"CYTOCHROME P450 3A",1,NA
"CYTOCHROME P450 ISOFORMS",1,NA
"CYTOKINES",1,NA
"CYTOLOGY",1,NA
"CYTOSOLIC FRACTIONS",2,NA
"CYTOTOXICITY",2,5
"CYTOTOXICITY ASSAYS",1,NA
"CYTOTOXICITY TEST",1,NA
"CZE",2,6
"CZE/MEKC",1,1
"D-AMPHETAMINE",1,1
"D-FENFLURAMINE",1,NA
"D-LYSERGIC ACID DIETHYLAMIDE",1,1
"D-METAMPHETAMINE",1,NA
"D‑ASPARTIC ACID",1,NA
"D 600-INDUCED BLOCKADE OF THE CA CHANNEL",1,NA
"D,L-AMPHETAMINE",1,NA
"D,L-METHAMPHETAMINE",1,NA
"D13S317",2,NA
"D14S299",1,NA
"D16S539",2,NA
"D18S51",1,NA
"D21S11",1,NA
"D2S1338",1,NA
"D7S8",3,NA
"D7S820",2,NA
"DA:DOPAMINE",1,NA
"DACT",1,NA
"DACTYLOSCOPY",2,NA
"DAD",1,1
"DADP",2,NA
"DAILY MEDIUM DOSAGE SCREENINGS",1,NA
"DAIRY",1,NA
"DAKIN-WEST",1,1
"DAKTARIN",1,NA
"DALT",1,1
"DAMAGE COMPENSATION",1,NA
"DAMAGES",1,NA
"DAME JANET SMITH",1,NA
"DAMIANA",1,1
"DANDELION",1,NA
"DANGER",1,NA
"DANGEROUS",1,NA
"DANGEROUS ADULTERANTS",1,NA
"DANGEROUS DRUGS",1,NA
"DANGEROUSNESS",7,NA
"DAOISM",1,NA
"DAPP-IMS",1,NA
"DAR ES SALAAM",1,NA
"DARBEPOETIN ALFA",1,NA
"DARK",1,NA
"DARK NET",7,4
"DARK TRIAD",1,NA
"DARK WEB",3,3
"DARKNET MARKETS",2,2
"DART",3,4
"DART-HRMS",3,2
"DART-MS",9,13
"DART-MS/MS",1,NA
"DART-TOF",1,2
"DART-TOF-MS",2,2
"DARTTM (DIRECT ANALYSIS IN REAL TIME)",1,NA
"DATA",1,NA
"DATA-DEPENDENT ACQUISITION",2,1
"DATA-DEPENDENT ANALYSIS",1,NA
"DATA-INDEPENDENT ACQUISITION",2,NA
"DATA-MANAGEMENT, IDENTIFICATION",1,NA
"DATA ANALYSIS",5,3
"DATA CLASSIFICATION",1,NA
"DATA DEPENDENT ACQUISITION (DDA)",1,NA
"DATA EVALUATION",2,1
"DATA HANDLING",2,NA
"DATA INDEPENDENT ACQUISITION",1,NA
"DATA INDEPENDENT ACQUISITION (DIA)",1,NA
"DATA INTERPRETATION",2,1
"DATA MANAGEMENT SYSTEM",1,NA
"DATA MANAGEMENT, IDENTIFICATION",1,NA
"DATA MINING",7,2
"DATA NORMALISATION",1,NA
"DATA PROVIDING A """"SPECTROSCOPIC FINGERPRINT""""",1,NA
"DATA QUALITY",1,NA
"DATA RAPE",1,NA
"DATA SCRAPING",1,1
"DATA SECURITY",1,NA
"DATA VALIDATION",1,1
"DATABANK",1,NA
"DATABASE",14,7
"DATABASE RESEARCH",1,NA
"DATABASE RETRIEVAL",1,NA
"DATABASE SCREENING",1,NA
"DATABASE SEARCH",4,NA
"DATABASING",1,1
"DATAMINING",2,NA
"DATASET",1,1
"DATASET PREPARATION",2,NA
"DATE-RAPE",2,1
"DATE-RAPE DRUG TESTS",1,NA
"DATE-RAPE DRUGS",18,16
"DATE RAPE",8,1
"DATING APP",1,NA
"DATING OF DOCUMENTS",1,NA
"DATING OF INKPAD SEALS",1,NA
"DATURA",5,1
"DATURA SEEDS",1,NA
"DATURA STRAMONIUM",4,5
"DAUBERT",2,NA
"DAUBERT CASE",1,NA
"DAVIES-GRAY",1,NA
"DAY OF DEATH",1,NA
"DBS",3,1
"DDPCR",1,NA
"DDT",1,NA
"DDVP",1,NA
"DE-ACTIVATED FIREARMS",1,NA
"DE-ESCALATION",1,NA
"DE NOVO",1,NA
"DE NOVO ASSEMBLY",1,NA
"DE NOVO CRIME",1,NA
"DEA",2,2
"DEACETYLDILTIAZEM",1,NA
"DEAD-TIME",1,NA
"DEAL",1,NA
"DEALING",1,NA
"DEALKYLATION",1,2
"DEATH",160,2
"DEATH BY DROWNING",1,NA
"DEATH CAP MUSHROOM",1,NA
"DEATH CERTIFICATE",1,NA
"DEATH CERTIFICATES",3,NA
"DEATH CERTIFICATES/CORNER AUTOPSIES",1,NA
"DEATH CERTIFICATION",14,NA
"DEATH CLASSIFICATION",1,NA
"DEATH DUE TO FIRE",1,NA
"DEATH DUE TO PESTICIDE POISONING",1,NA
"DEATH FROM FIRE",1,NA
"DEATH IDENTIFICATION",1,NA
"DEATH IN CUSTODY",6,NA
"DEATH IN POLICE CUSTODY",1,NA
"DEATH INQUEST",1,NA
"DEATH INVESTIGATION",15,NA
"DEATH MECHANISM",1,NA
"DEATH PENALTY",1,NA
"DEATH PROCESS",1,NA
"DEATH RATE",1,NA
"DEATH SCENE INVESTIGATION",6,NA
"DEATH SUDDEN",1,NA
"DEATH TIME",1,NA
"DEATH TIME DIAGNOSIS",1,NA
"DEATH TIME ESTIMATION",1,NA
"DEATH, SUDDEN",1,NA
"DEATHS",13,NA
"DEATHS IN CUSTODY",5,NA
"DEATHS IN PRISONS",1,NA
"DECAETHYLENE GLYCOL MONODODECYL ETHER (DGME)",1,NA
"DECALCIFICATION",1,NA
"DECAPITATION",2,NA
"DECARBOXYLATION",1,5
"DECAY",1,1
"DECAY DATA",2,NA
"DECEASED DRUG ADDICTS",1,NA
"DECEDENTS",1,NA
"DECEPTION",1,NA
"DÉCÈS",1,NA
"DECISION LIMITS",1,NA
"DECISION MAKING",5,1
"DECISION SUPPORT SYSTEMS",1,NA
"DECISION THEORY",1,1
"DECISION TREE",2,NA
"DECOMPOSED BODY",1,NA
"DECOMPOSED CADAVERS",1,NA
"DECOMPOSERS",1,NA
"DECOMPOSING TISSUE",1,NA
"DECOMPOSITION",16,NA
"DECOMPOSITION BY A FOX",1,NA
"DECOMPOSITION CHEMISTRY",1,NA
"DECOMPOSITION ODOUR PROFILING",1,NA
"DECOMPOSITION OF HEROIN",1,1
"DECOMPOSITION RATE",1,NA
"DECOMPOSITION STAGES",2,NA
"DECOMPOSITIONAL CHANGES",1,NA
"DECOMPOSITIONAL PROCESS",1,NA
"DECOMPRESSION",1,NA
"DECONGESTANT TABLET",1,NA
"DECONJUGATION",1,NA
"DECONTAMINATION",8,NA
"DECONTAMINATION PROCEDURES",1,NA
"DECONVOLUTION",3,1
"DECORATIVE CONTACT LENS",1,NA
"DECREASE DURING ABSTINENCE",1,NA
"DECRIMINALIZATION",1,1
"DECRYPTION",1,NA
"DECUBITUS",1,NA
"DEEP-SEA",1,NA
"DEEP LEARNING",1,2
"DEEP SEDATION",1,NA
"DEEP VEIN THROMBOSIS",1,NA
"DEEP VENOUS THROMBOSIS",1,NA
"DEEP WEB",2,NA
"DEEPWATER HORIZON",2,NA
"DEFAMATION",1,NA
"DEFENSE",2,NA
"DEFENSE WOUND",1,NA
"DEFENSIVE RESPONDING",1,NA
"DEFENSIVE SEARCH",1,NA
"DEFICIENCY SYMPTOMS",1,NA
"DEFINED DAILY DOSE (DDD)",1,2
"DEFINITION",2,1
"DEGENERATE OLIGONUCLEOTIDE-PRIMED PCR",1,NA
"DEGLUTITION",1,1
"DEGRADATION",16,12
"DEGRADATION KINETICS",1,NA
"DEGRADATION PATHWAY",1,1
"DEGRADATION PRODUCT",2,6
"DEGRADING TREATMENT",1,NA
"DEGREE DAYS",1,NA
"DEHYDRONORKETAMINE",1,2
"DEIFICATION OF THE VICTIM",1,NA
"DEINSTITUTIONALIZATION",3,NA
"DEKOMPRESSIONSKRANKHEIT",1,NA
"DÉLAI POST MORTEM",1,NA
"DELAYED CLEARANCE IN VIVO",1,NA
"DELAYED COMPLICATIONS",1,NA
"DELAYED DEATH",1,NA
"DELAYED GAMMA",1,NA
"DELAYED NEUTRON ACTIVATION ANALYSIS",1,NA
"DELAYED NEUTRON COUNTING",1,NA
"DELAYED PACING LEAD MIGRATION",1,NA
"DELETION",1,NA
"DELIBERATE-SELF HARM",1,NA
"DELIBERATE SELF-HARM",1,NA
"DELIBERATE SELF-INFLICTED BURNS",1,NA
"DELIBERATE TEAM INTOXICATION",1,NA
"DELICTS",1,NA
"DELINQUENCY",10,NA
"DELINQUENCY TYPE",1,NA
"DELINQUENT",1,NA
"DELINQUENT CAREER",1,NA
"DELINQUENT WOMEN",1,NA
"DELINQUENTS",2,NA
"DELIQUENCY",2,NA
"DELIRIUM",3,1
"DELIRIUM TREMENS",1,NA
"DELIVERY OF HEALTH CARE",2,NA
"DELORAZEPAM",2,NA
"DELPHI-STUDY",1,NA
"DELTA-9- TETRAHYDROCANNABINOLIC ACID",1,1
"DELTA-9-TETRAHYDROCANNABINOL (D-9-THC)",41,51
"DELTA-9-TETRAHYDROCANNABINOLIC ACID A",1,NA
"DELTA-9-THC (DELTA-9-TETRAHYDROCANNABIOL)",1,NA
"DELTA SIGNATURES",1,1
"DELTA(9)-THC",1,NA
"DELTA9-TETRAHYDROCANNABINOL",1,NA
"DELUSION",1,NA
"DELUSIONS",3,NA
"DEMAND REDUCTION",1,NA
"DEMENTIA",4,NA
"DEMETHYLATION",1,3
"DEMETHYLENATION",1,NA
"DEMOBILIZATION",1,NA
"DEMOGRAPHIC",2,1
"DEMOGRAPHIC DATA",3,NA
"DEMOGRAPHIC DEVELOPMENT",1,NA
"DEMOGRAPHIC VARIABLES",1,NA
"DEMOGRAPHICS",4,1
"DENDROCHRONOLOGY",1,NA
"DENGUE VIRUS",1,NA
"DENMARK",3,2
"DENSITOMETRY",3,5
"DENSITY",1,NA
"DENSITY-BASED SEPARATION",1,NA
"DENSITY FUNCTIONAL THEORY (DFT)",3,29
"DENSITY FUNCTIONAL THEORY METHODS",1,NA
"DENTAL AGE ESTIMATION",1,NA
"DENTAL ANTHROPOLOGY",1,NA
"DENTAL CALCULUS",1,NA
"DENTAL DEVELOPMENT",1,NA
"DENTAL ETHICS",1,NA
"DENTAL FLUOROSIS",1,NA
"DENTAL HEALTH",1,NA
"DENTAL IDENTIFICATION",1,NA
"DENTAL MATERIALS",2,NA
"DENTAL PULP",2,NA
"DENTAL TISSUE",1,NA
"DENTATE GYRUS",2,NA
"DENTINE",1,NA
"DENTISTRY",2,NA
"DENTITION",1,NA
"DEONTIC REASONING",1,NA
"DEONTOLOGY",1,NA
"DEOXYRIBONUCLEASE I",1,NA
"DEPARAFFINIZATION",1,NA
"DEPARTURES",1,NA
"DEPENDENCE ON PSYCHOACTIVE SUBSTANCES",1,NA
"DEPENDENCE SYNDROME",1,NA
"DEPENDENCE SYNDROMES",1,NA
"DEPENDENT PERSONALITY",1,NA
"DEPENDENT PERSONALITY DISORDER",1,NA
"DEPO-PROVERA",1,NA
"DEPOSITION TIME",1,NA
"DEPOT",2,NA
"DEPOT ANTIPSYCHOTICS",1,NA
"DEPOT FORMULATION",1,NA
"DEPOT NEUROLEPTICS",1,NA
"DEPRENYL",2,1
"DEPRESSION",19,6
"DEPRESSIVE DISORDER",1,NA
"DEPRESSIVE SYMPTOMS",1,NA
"DEPRIVATION",1,NA
"DEPROTONATION",1,1
"DERELICTION",1,NA
"DERIVATISATION AGENT",1,1
"DERIVATISATION, GC",1,NA
"DERIVATIVE",4,2
"DERIVATIVES OF INDOLE-3-CARBOXYLIC ACID",1,1
"DERIVATIZATION",26,32
"DERIVATIZATION STEP",1,NA
"DERIVATIZATION, GC",3,NA
"DERIVATIZATION, LC",2,1
"DERMAL",1,NA
"DERMAL EXPOSURE",1,NA
"DERMAL INJURY",1,NA
"DERMCIDIN",1,NA
"DERMESTES FRISCHI",1,NA
"DERMESTES HAEMORRHOIDALIS",1,NA
"DERMESTES MACULATUS",2,NA
"DERMIS",1,NA
"DESALKYLFLURAZEPAM",1,1
"DESB30 INSULIN",1,NA
"DESCENDING NECROTIZING MEDIASTINITIS",1,NA
"DESCHLORO-N-ETHYL-KETAMINE",1,NA
"DESCHLOROETIZOLAM",1,1
"DESCHLOROKETAMINE",1,1
"DESCHLOROKETAMINE (DCK)",1,1
"DESCRIPTIVE EPIDEMIOLOGY",1,NA
"DESCRIPTIVE STUDY",2,NA
"DESETHYLAMIODARONE",1,NA
"DESI",6,1
